nterm,date,time,price,volume,prev_day_volume,total_daily_volume_prev_day,yesterday_close,flat_delta_px_prev_bar,percent_delta_px_prev_bar,flat_delta_px_close,percent_delta_px_close
2773,2022-12-07,14:00:00,72.21,729.0,616.0,22318.0,74.53,-0.25,-0.3450179409329285,-2.3200000000000074,-3.11284046692608
2774,2022-12-07,14:10:00,72.17,689.0,516.0,22318.0,74.53,-0.039999999999992,-0.0553939897521008,-2.3599999999999994,-3.1665101301489327
2775,2022-12-07,14:20:00,72.27,1625.0,1510.0,22318.0,74.53,0.0999999999999943,0.1385617292503732,-2.260000000000005,-3.032335972091782
2776,2022-12-07,14:30:00,72.54,637.0,397.0,22318.0,74.53,0.2700000000000102,0.3735990037360042,-1.9899999999999949,-2.670065745337441
2777,2022-12-07,14:40:00,72.72,287.0,97.0,22318.0,74.53,0.1799999999999926,0.2481389578163669,-1.8100000000000025,-2.428552260834566
2778,2022-12-07,14:50:00,72.66,228.0,242.0,22318.0,74.53,-0.0600000000000022,-0.0825082508250856,-1.8700000000000043,-2.509056755668864
2779,2022-12-07,15:00:00,72.46,112.0,90.0,22318.0,74.53,-0.2000000000000028,-0.27525461051473,-2.0700000000000074,-2.7774050717831846
2780,2022-12-07,15:10:00,72.42,254.0,112.0,22318.0,74.53,-0.039999999999992,-0.0552028705492575,-2.1099999999999994,-2.831074735006037
2781,2022-12-07,15:20:00,72.44,127.0,127.0,22318.0,74.53,0.019999999999996,0.0276166804750014,-2.0900000000000034,-2.804239903394611
2782,2022-12-07,15:30:00,72.52,278.0,88.0,22318.0,74.53,0.0799999999999983,0.1104362230811682,-2.010000000000005,-2.6969005769488867
2783,2022-12-07,15:40:00,72.59,162.0,92.0,22318.0,74.53,0.0700000000000073,0.0965250965251067,-1.9399999999999973,-2.602978666308866
2784,2022-12-07,15:50:00,72.66,216.0,138.0,22318.0,74.53,0.0699999999999931,0.096432015429113,-1.8700000000000043,-2.509056755668864
2785,2022-12-07,16:00:00,72.69,79.0,70.0,22318.0,74.53,0.0300000000000011,0.0412881915772104,-1.840000000000004,-2.468804508251715
2786,2022-12-08,09:30:00,73.69,1561.0,558.0,22010.0,72.69,1.0,1.3757050488375293,1.0,1.3757050488375293
2787,2022-12-08,09:40:00,73.55,1045.0,343.0,22010.0,72.69,-0.1400000000000005,-0.1899850726014392,0.8599999999999994,1.1831063420002743
2788,2022-12-08,09:50:00,73.82,693.0,334.0,22010.0,72.69,0.269999999999996,0.367097212780416,1.1299999999999957,1.554546705186402
2789,2022-12-08,10:00:00,73.74,455.0,310.0,22010.0,72.69,-0.0799999999999983,-0.1083717149823873,1.0499999999999972,1.4444903012794017
2790,2022-12-08,10:10:00,73.43,543.0,496.0,22010.0,72.69,-0.309999999999988,-0.4203959858963765,0.7400000000000091,1.0180217361397843
2791,2022-12-08,10:20:00,73.04,698.0,325.0,22010.0,72.69,-0.3900000000000005,-0.5311180716328483,0.3500000000000085,0.481496767093147
2792,2022-12-08,10:30:00,72.66,912.0,1088.0,22010.0,72.69,-0.3800000000000096,-0.5202628696604732,-0.0300000000000011,-0.0412711514651274
2793,2022-12-08,10:40:00,72.23,1653.0,557.0,22010.0,72.69,-0.4299999999999926,-0.591797412606651,-0.4599999999999937,-0.6328243224652549
2794,2022-12-08,10:50:00,72.14,1151.0,883.0,22010.0,72.69,-0.0900000000000034,-0.124601965942134,-0.5499999999999972,-0.7566377768606372
2795,2022-12-08,11:00:00,71.4,1749.0,1142.0,22010.0,72.69,-0.7399999999999949,-1.02578319933462,-1.289999999999992,-1.774659513000402
2796,2022-12-08,11:10:00,71.82,1445.0,1255.0,22010.0,72.69,0.4199999999999875,0.5882352941176295,-0.8700000000000045,-1.1968633924886567
2797,2022-12-08,11:20:00,71.81,1331.0,840.0,22010.0,72.69,-0.0099999999999909,-0.0139236981342117,-0.8799999999999955,-1.2106204429770195
2798,2022-12-08,11:30:00,72.37,1683.0,715.0,22010.0,72.69,0.5600000000000023,0.779835677482248,-0.3199999999999932,-0.4402256156279999
2799,2022-12-08,11:40:00,72.81,1140.0,360.0,22010.0,72.69,0.4399999999999977,0.6079867348348732,0.1200000000000045,0.1650846058605097
2800,2022-12-08,11:50:00,72.76,700.0,777.0,22010.0,72.69,-0.0499999999999971,-0.0686718857299782,0.0700000000000073,0.0962993534186372
2801,2022-12-08,12:00:00,72.64,508.0,461.0,22010.0,72.69,-0.1200000000000045,-0.1649257833974773,-0.0499999999999971,-0.0687852524418725
2802,2022-12-08,12:10:00,72.49,457.0,270.0,22010.0,72.69,-0.1500000000000056,-0.206497797356836,-0.2000000000000028,-0.2751410097675097
2803,2022-12-08,12:20:00,72.53,330.0,402.0,22010.0,72.69,0.0400000000000062,0.0551800248310198,-0.1599999999999966,-0.2201128078139999
2804,2022-12-08,12:30:00,72.48,405.0,414.0,22010.0,72.69,-0.0499999999999971,-0.0689369915896831,-0.2099999999999937,-0.2888980602558725
2805,2022-12-08,12:40:00,72.56,365.0,466.0,22010.0,72.69,0.0799999999999983,0.1103752759381874,-0.1299999999999954,-0.1788416563488725
2806,2022-12-08,12:50:00,72.03,1089.0,1264.0,22010.0,72.69,-0.5300000000000011,-0.7304299889746432,-0.6599999999999966,-0.9079653322327644
2807,2022-12-08,13:00:00,72.08,596.0,780.0,22010.0,72.69,0.0499999999999971,0.0694155213105611,-0.6099999999999994,-0.839180079790892
2808,2022-12-08,13:10:00,72.15,442.0,468.0,22010.0,72.69,0.0700000000000073,0.0971143174250935,-0.539999999999992,-0.7428807263722549
2809,2022-12-08,13:20:00,72.1,309.0,419.0,22010.0,72.69,-0.0500000000000113,-0.069300069300085,-0.5900000000000034,-0.811665978814147
2810,2022-12-08,13:30:00,72.0,543.0,350.0,22010.0,72.69,-0.0999999999999943,-0.1386962552011017,-0.6899999999999977,-0.9492364836978922
2811,2022-12-08,13:40:00,72.15,207.0,386.0,22010.0,72.69,0.1500000000000056,0.2083333333333412,-0.539999999999992,-0.7428807263722549
2812,2022-12-08,13:50:00,71.92,263.0,924.0,22010.0,72.69,-0.2300000000000039,-0.3187803187803243,-0.769999999999996,-1.0592928876048922
2813,2022-12-08,14:00:00,71.74,471.0,729.0,22010.0,72.69,-0.1800000000000068,-0.2502780867630795,-0.9500000000000028,-1.3069197963956567
2814,2022-12-08,14:10:00,71.86,422.0,689.0,22010.0,72.69,0.1200000000000045,0.1672706997491003,-0.8299999999999983,-1.141835190535147
2815,2022-12-08,14:20:00,71.57,1455.0,1625.0,22010.0,72.69,-0.2900000000000062,-0.4035624826050741,-1.1200000000000043,-1.540789654698039
2816,2022-12-08,14:30:00,71.59,648.0,637.0,22010.0,72.69,0.0200000000000102,0.0279446695542968,-1.0999999999999943,-1.5132755537212743
2817,2022-12-08,14:40:00,71.62,173.0,287.0,22010.0,72.69,0.0300000000000011,0.0419052940354814,-1.0699999999999932,-1.472004402256147
2818,2022-12-08,14:50:00,71.68,272.0,228.0,22010.0,72.69,0.0600000000000022,0.0837754817090229,-1.009999999999991,-1.3894620993258922
2819,2022-12-08,15:00:00,71.72,138.0,112.0,22010.0,72.69,0.039999999999992,0.0558035714285603,-0.9699999999999988,-1.334433897372402
2820,2022-12-08,15:10:00,71.8,162.0,254.0,22010.0,72.69,0.0799999999999983,0.111544896820968,-0.8900000000000006,-1.2243774934654017
2821,2022-12-08,15:20:00,71.75,175.0,127.0,22010.0,72.69,-0.0499999999999971,-0.0696378830083526,-0.9399999999999976,-1.2931627459072743
2822,2022-12-08,15:30:00,71.63,114.0,278.0,22010.0,72.69,-0.1200000000000045,-0.1672473867595882,-1.0600000000000025,-1.458247351767784
2823,2022-12-08,15:40:00,71.54,213.0,162.0,22010.0,72.69,-0.0899999999999892,-0.125645679184684,-1.1499999999999917,-1.5820608061631471
2824,2022-12-08,15:50:00,71.6,111.0,216.0,22010.0,72.69,0.059999999999988,0.083869164103981,-1.0900000000000034,-1.4995185032329117
2825,2022-12-08,16:00:00,71.78,93.0,79.0,22010.0,72.69,0.1800000000000068,0.2513966480447023,-0.9099999999999966,-1.251891594442147
2826,2022-12-09,09:30:00,72.59,838.0,1561.0,26720.0,71.78,0.8100000000000023,1.1284480356645337,0.8100000000000023,1.1284480356645337
2827,2022-12-09,09:40:00,72.54,445.0,1045.0,26720.0,71.78,-0.0499999999999971,-0.0688800110207978,0.7600000000000051,1.058790749512406
2828,2022-12-09,09:50:00,72.14,441.0,693.0,26720.0,71.78,-0.4000000000000057,-0.5514199062586237,0.3599999999999994,0.5015324602953461
2829,2022-12-09,10:00:00,72.39,324.0,455.0,26720.0,71.78,0.25,0.3465483781535902,0.6099999999999994,0.8498188910560037
2830,2022-12-09,10:10:00,72.15,491.0,543.0,26720.0,71.78,-0.2399999999999948,-0.3315375051802664,0.3700000000000045,0.5154639175257795
2831,2022-12-09,10:20:00,72.51,336.0,698.0,26720.0,71.78,0.3599999999999994,0.4989604989604981,0.730000000000004,1.0169963778211255
2832,2022-12-09,10:30:00,72.66,423.0,912.0,26720.0,71.78,0.1499999999999914,0.2068680182043738,0.8799999999999955,1.2259682362775084
2833,2022-12-09,10:40:00,72.27,471.0,1653.0,26720.0,71.78,-0.3900000000000005,-0.5367464905037167,0.4899999999999949,0.6826414042908816
2834,2022-12-09,10:50:00,72.45,267.0,1151.0,26720.0,71.78,0.1800000000000068,0.2490660024906694,0.6700000000000017,0.9334076344385648
2835,2022-12-09,11:00:00,72.4,742.0,1749.0,26720.0,71.78,-0.0499999999999971,-0.0690131124913694,0.6200000000000045,0.8637503482864372
2836,2022-12-09,11:10:00,72.68,611.0,1445.0,26720.0,71.78,0.2800000000000011,0.3867403314917142,0.9000000000000057,1.253831150738375
2837,2022-12-09,11:20:00,72.51,513.0,1331.0,26720.0,71.78,-0.1700000000000017,-0.2339020363236126,0.730000000000004,1.0169963778211255
2838,2022-12-09,11:30:00,72.37,558.0,1683.0,26720.0,71.78,-0.1400000000000005,-0.1930768169907606,0.5900000000000034,0.8219559765951565
2839,2022-12-09,11:40:00,72.44,306.0,1140.0,26720.0,71.78,0.0699999999999931,0.0967251623600845,0.6599999999999966,0.9194761772081312
2840,2022-12-09,11:50:00,72.24,221.0,700.0,26720.0,71.78,-0.2000000000000028,-0.2760905577029305,0.4599999999999937,0.6408470325996012
2841,2022-12-09,12:00:00,72.0,413.0,508.0,26720.0,71.78,-0.2399999999999948,-0.3322259136212554,0.2199999999999988,0.3064920590693771
2842,2022-12-09,12:10:00,71.69,503.0,457.0,26720.0,71.78,-0.3100000000000023,-0.4305555555555587,-0.0900000000000034,-0.1253831150738414
2843,2022-12-09,12:20:00,71.54,999.0,330.0,26720.0,71.78,-0.1499999999999914,-0.2092342028176754,-0.2399999999999948,-0.3343549735302241
2844,2022-12-09,12:30:00,71.37,942.0,405.0,26720.0,71.78,-0.1700000000000017,-0.2376292982946626,-0.4099999999999966,-0.5711897464474736
2845,2022-12-09,12:40:00,71.12,350.0,365.0,26720.0,71.78,-0.25,-0.3502872355331371,-0.6599999999999966,-0.9194761772081312
2846,2022-12-09,12:50:00,71.1,650.0,1089.0,26720.0,71.78,-0.0200000000000102,-0.0281214848144125,-0.6800000000000068,-0.947339091668998
2847,2022-12-09,13:00:00,71.04,335.0,596.0,26720.0,71.78,-0.059999999999988,-0.0843881856539916,-0.7399999999999949,-1.0309278350515392
2848,2022-12-09,13:10:00,70.72,1122.0,442.0,26720.0,71.78,-0.3200000000000074,-0.4504504504504608,-1.0600000000000025,-1.4767344664251911
2849,2022-12-09,13:20:00,70.64,571.0,309.0,26720.0,71.78,-0.0799999999999983,-0.1131221719456989,-1.1400000000000006,-1.5881861242685993
2850,2022-12-09,13:30:00,70.6,604.0,543.0,26720.0,71.78,-0.0400000000000062,-0.0566251415628627,-1.1800000000000068,-1.643911953190313
2851,2022-12-09,13:40:00,70.53,967.0,207.0,26720.0,71.78,-0.0699999999999931,-0.0991501416430498,-1.25,-1.741432153803288
2852,2022-12-09,13:50:00,70.59,490.0,263.0,26720.0,71.78,0.0600000000000022,0.0850701829008964,-1.1899999999999975,-1.6578434104207267
2853,2022-12-09,14:00:00,70.42,573.0,471.0,26720.0,71.78,-0.1700000000000017,-0.2408273126505194,-1.3599999999999994,-1.8946781833379764
2854,2022-12-09,14:10:00,70.56,653.0,422.0,26720.0,71.78,0.1400000000000005,0.1988071570576549,-1.2199999999999989,-1.6996377821120074
2855,2022-12-09,14:20:00,71.28,2416.0,1455.0,26720.0,71.78,0.7199999999999989,1.0204081632653046,-0.5,-0.6965728615213151
2856,2022-12-09,14:30:00,71.56,966.0,648.0,26720.0,71.78,0.2800000000000011,0.3928170594837277,-0.2199999999999988,-0.3064920590693771
2857,2022-12-09,14:40:00,71.74,420.0,173.0,26720.0,71.78,0.1799999999999926,0.2515371716042378,-0.0400000000000062,-0.0557258289217139
2858,2022-12-09,14:50:00,71.85,315.0,272.0,26720.0,71.78,0.1099999999999994,0.153331474770002,0.0699999999999931,0.0975202006129746
2859,2022-12-09,15:00:00,71.82,284.0,138.0,26720.0,71.78,-0.0300000000000011,-0.041753653444678,0.039999999999992,0.0557258289216941
2860,2022-12-09,15:10:00,71.84,131.0,162.0,26720.0,71.78,0.0200000000000102,0.0278473962684631,0.0600000000000022,0.0835887433825609
2861,2022-12-09,15:20:00,71.81,157.0,175.0,26720.0,71.78,-0.0300000000000011,-0.0417594654788434,0.0300000000000011,0.0417943716912804
2862,2022-12-09,15:30:00,71.75,84.0,114.0,26720.0,71.78,-0.0600000000000022,-0.0835538225873865,-0.0300000000000011,-0.0417943716912804
2863,2022-12-09,15:40:00,71.62,221.0,213.0,26720.0,71.78,-0.1299999999999954,-0.1811846689895407,-0.1599999999999966,-0.2229033156868161
2864,2022-12-09,15:50:00,71.65,147.0,111.0,26720.0,71.78,0.0300000000000011,0.0418877408545114,-0.1299999999999954,-0.1811089439955356
2865,2022-12-09,16:00:00,71.77,69.0,93.0,26720.0,71.78,0.1199999999999903,0.1674808094905657,-0.0100000000000051,-0.0139314572304334
2866,2022-12-12,09:30:00,72.26,1930.0,838.0,21369.0,71.77,0.4900000000000091,0.6827365194371035,0.4900000000000091,0.6827365194371035
2867,2022-12-12,09:40:00,72.76,818.0,445.0,21369.0,71.77,0.5,0.691945751453086,0.9900000000000092,1.3794064372300532
2868,2022-12-12,09:50:00,72.91,984.0,441.0,21369.0,71.77,0.1499999999999914,0.2061572292468272,1.1400000000000006,1.5884074125679264
2869,2022-12-12,10:00:00,73.23,1753.0,324.0,21369.0,71.77,0.3200000000000074,0.4388972706076085,1.460000000000008,2.034276159955424
2870,2022-12-12,10:10:00,73.39,1287.0,491.0,21369.0,71.77,0.1599999999999966,0.2184896900177476,1.6200000000000043,2.257210533649164
2871,2022-12-12,10:20:00,73.64,920.0,336.0,21369.0,71.77,0.25,0.3406458645592042,1.8700000000000043,2.6055454925456383
2872,2022-12-12,10:30:00,73.75,894.0,423.0,21369.0,71.77,0.1099999999999994,0.1493753394894071,1.980000000000004,2.7588128744600864
2873,2022-12-12,10:40:00,73.89,836.0,471.0,21369.0,71.77,0.1400000000000005,0.189830508474577,2.1200000000000045,2.9538804514421133
2874,2022-12-12,10:50:00,73.84,1210.0,267.0,21369.0,71.77,-0.0499999999999971,-0.0676681553660808,2.0700000000000074,2.884213459662822
2875,2022-12-12,11:00:00,73.9,798.0,742.0,21369.0,71.77,0.0600000000000022,0.0812567713976195,2.1300000000000097,2.967813849797979
2876,2022-12-12,11:10:00,73.57,778.0,611.0,21369.0,71.77,-0.3300000000000125,-0.4465493910690291,1.7999999999999972,2.508011704054616
2877,2022-12-12,11:20:00,73.65,1000.0,513.0,21369.0,71.77,0.0800000000000125,0.1087399755335225,1.8800000000000097,2.6194788909015045
2878,2022-12-12,11:30:00,73.27,1047.0,558.0,21369.0,71.77,-0.3800000000000096,-0.5159538357094496,1.5,2.0900097533788493
2879,2022-12-12,11:40:00,73.47,549.0,306.0,21369.0,71.77,0.2000000000000028,0.272963013511673,1.7000000000000028,2.368677720496033
2880,2022-12-12,11:50:00,73.39,517.0,221.0,21369.0,71.77,-0.0799999999999983,-0.1088879814890408,1.6200000000000043,2.257210533649164
2881,2022-12-12,12:00:00,73.44,757.0,413.0,21369.0,71.77,0.0499999999999971,0.0681291729118369,1.6700000000000017,2.3268775254284546
2882,2022-12-12,12:10:00,73.06,1056.0,503.0,21369.0,71.77,-0.3799999999999954,-0.517429193899776,1.2900000000000065,1.797408387905819
2883,2022-12-12,12:20:00,73.14,421.0,999.0,21369.0,71.77,0.0799999999999983,0.1094990418833811,1.3700000000000043,1.9088755747526889
2884,2022-12-12,12:30:00,73.0,409.0,942.0,21369.0,71.77,-0.1400000000000005,-0.1914137270987155,1.230000000000004,1.7138079977706615
2885,2022-12-12,12:40:00,73.3,390.0,350.0,21369.0,71.77,0.2999999999999971,0.4109589041095852,1.5300000000000011,2.131809948446428
2886,2022-12-12,12:50:00,73.58,893.0,650.0,21369.0,71.77,0.2800000000000011,0.3819918144611202,1.8100000000000025,2.521945102410481
2887,2022-12-12,13:00:00,73.49,634.0,335.0,21369.0,71.77,-0.0900000000000034,-0.1223158466974767,1.7199999999999989,2.396544517207745
2888,2022-12-12,13:10:00,73.37,249.0,1122.0,21369.0,71.77,-0.1199999999999903,-0.1632875221118388,1.6000000000000083,2.229343736937451
2889,2022-12-12,13:20:00,73.46,390.0,571.0,21369.0,71.77,0.0899999999999892,0.1226659397573793,1.6899999999999975,2.3547443221401667
2890,2022-12-12,13:30:00,73.28,349.0,604.0,21369.0,71.77,-0.1799999999999926,-0.245031309556211,1.5100000000000051,2.103943151734715
2891,2022-12-12,13:40:00,73.27,200.0,967.0,21369.0,71.77,-0.0100000000000051,-0.0136462882096139,1.5,2.0900097533788493
2892,2022-12-12,13:50:00,73.29,446.0,490.0,21369.0,71.77,0.0200000000000102,0.0272963013511808,1.5200000000000102,2.1178765500905814
2893,2022-12-12,14:00:00,73.08,411.0,573.0,21369.0,71.77,-0.2100000000000079,-0.2865329512894091,1.3100000000000025,1.825275184617532
2894,2022-12-12,14:10:00,73.16,605.0,653.0,21369.0,71.77,0.0799999999999983,0.109469074986314,1.3900000000000006,1.9367423714644008
2895,2022-12-12,14:20:00,73.19,2308.0,2416.0,21369.0,71.77,0.0300000000000011,0.0410060142154198,1.4200000000000017,1.97854256653198
2896,2022-12-12,14:30:00,73.27,638.0,966.0,21369.0,71.77,0.0799999999999983,0.1093045498018831,1.5,2.0900097533788493
2897,2022-12-12,14:40:00,73.2,424.0,420.0,21369.0,71.77,-0.0699999999999931,-0.0955370547290749,1.4300000000000068,1.9924759648878456
2898,2022-12-12,14:50:00,73.23,480.0,315.0,21369.0,71.77,0.0300000000000011,0.0409836065573786,1.460000000000008,2.034276159955424
2899,2022-12-12,15:00:00,73.37,167.0,284.0,21369.0,71.77,0.1400000000000005,0.191178478765534,1.6000000000000083,2.229343736937451
2900,2022-12-12,15:10:00,73.44,176.0,131.0,21369.0,71.77,0.0699999999999931,0.0954068420335193,1.6700000000000017,2.3268775254284546
2901,2022-12-12,15:20:00,73.5,172.0,157.0,21369.0,71.77,0.0600000000000022,0.0816993464052318,1.730000000000004,2.410477915563612
2902,2022-12-12,15:30:00,73.52,220.0,84.0,21369.0,71.77,0.019999999999996,0.027210884353736,1.75,2.438344712275324
2903,2022-12-12,15:40:00,73.52,131.0,221.0,21369.0,71.77,0.0,0.0,1.75,2.438344712275324
2904,2022-12-12,15:50:00,73.55,222.0,147.0,21369.0,71.77,0.0300000000000011,0.0408052230685543,1.7800000000000011,2.4801449073429027
2905,2022-12-12,16:00:00,73.55,124.0,69.0,21369.0,71.77,0.0,0.0,1.7800000000000011,2.4801449073429027
2906,2022-12-13,09:30:00,74.69,1336.0,1930.0,27593.0,73.55,1.1400000000000006,1.549966009517336,1.1400000000000006,1.549966009517336
2907,2022-12-13,09:40:00,74.66,947.0,818.0,27593.0,73.55,-0.0300000000000011,-0.0401660195474643,1.1099999999999994,1.5091774303195098
2908,2022-12-13,09:50:00,75.14,2966.0,984.0,27593.0,73.55,0.480000000000004,0.6429145459416072,1.5900000000000034,2.161794697484709
2909,2022-12-13,10:00:00,75.08,1510.0,1753.0,27593.0,73.55,-0.0600000000000022,-0.079850944902851,1.5300000000000011,2.0802175390890567
2910,2022-12-13,10:10:00,74.74,1389.0,1287.0,27593.0,73.55,-0.3400000000000034,-0.4528502930207824,1.1899999999999975,1.61794697484704
2911,2022-12-13,10:20:00,74.69,793.0,920.0,27593.0,73.55,-0.0499999999999971,-0.0668985817500631,1.1400000000000006,1.549966009517336
2912,2022-12-13,10:30:00,74.93,900.0,894.0,27593.0,73.55,0.2400000000000091,0.3213281563797149,1.3800000000000097,1.876274643099945
2913,2022-12-13,10:40:00,74.91,860.0,836.0,27593.0,73.55,-0.0200000000000102,-0.0266915788069,1.3599999999999994,1.8490822569680485
2914,2022-12-13,10:50:00,74.85,578.0,1210.0,27593.0,73.55,-0.0600000000000022,-0.0800961153384091,1.2999999999999972,1.767505098572396
2915,2022-12-13,11:00:00,75.03,778.0,798.0,27593.0,73.55,0.1800000000000068,0.2404809619238568,1.480000000000004,2.0122365737593526
2916,2022-12-13,11:10:00,75.46,929.0,778.0,27593.0,73.55,0.4299999999999926,0.5731040916966448,1.9099999999999968,2.596872875594829
2917,2022-12-13,11:20:00,75.48,1443.0,1000.0,27593.0,73.55,0.0200000000000102,0.0265041081367747,1.9300000000000068,2.624065261726726
2918,2022-12-13,11:30:00,75.6,1178.0,1047.0,27593.0,73.55,0.1199999999999903,0.1589825119236756,2.049999999999997,2.787219578518011
2919,2022-12-13,11:40:00,75.69,2049.0,549.0,27593.0,73.55,0.0900000000000034,0.1190476190476235,2.140000000000001,2.9095853161114897
2920,2022-12-13,11:50:00,75.96,1434.0,517.0,27593.0,73.55,0.269999999999996,0.3567181926278188,2.4099999999999966,3.276682528891905
2921,2022-12-13,12:00:00,76.26,1286.0,757.0,27593.0,73.55,0.3000000000000113,0.3949447077409312,2.710000000000008,3.684568320870167
2922,2022-12-13,12:10:00,75.82,1653.0,1056.0,27593.0,73.55,-0.4400000000000119,-0.5769735116706162,2.269999999999996,3.0863358259687232
2923,2022-12-13,12:20:00,75.71,1029.0,421.0,27593.0,73.55,-0.1099999999999994,-0.1450804537061454,2.1599999999999966,2.936777702243367
2924,2022-12-13,12:30:00,75.94,791.0,409.0,27593.0,73.55,0.2300000000000039,0.3037907806102285,2.390000000000001,3.249490142760028
2925,2022-12-13,12:40:00,75.87,816.0,390.0,27593.0,73.55,-0.0699999999999931,-0.0921780352910102,2.3200000000000074,3.1543167912984464
2926,2022-12-13,12:50:00,75.39,1637.0,893.0,27593.0,73.55,-0.480000000000004,-0.6326611308817767,1.840000000000004,2.501699524133248
2927,2022-12-13,13:00:00,75.51,948.0,634.0,27593.0,73.55,0.1200000000000045,0.1591723040191067,1.960000000000008,2.664853840924552
2928,2022-12-13,13:10:00,75.79,498.0,249.0,27593.0,73.55,0.2800000000000011,0.3708118130049014,2.240000000000009,3.0455472467709166
2929,2022-12-13,13:20:00,75.88,527.0,390.0,27593.0,73.55,0.0899999999999892,0.1187491753529346,2.3299999999999983,3.167912984364376
2930,2022-12-13,13:30:00,75.63,562.0,349.0,27593.0,73.55,-0.25,-0.3294675803900896,2.0799999999999983,2.8280081577158374
2931,2022-12-13,13:40:00,75.67,600.0,200.0,27593.0,73.55,0.0400000000000062,0.0528890651857811,2.1200000000000045,2.882392929979612
2932,2022-12-13,13:50:00,75.7,592.0,446.0,27593.0,73.55,0.0300000000000011,0.0396458305801521,2.1500000000000057,2.923181509177438
2933,2022-12-13,14:00:00,75.53,594.0,411.0,27593.0,73.55,-0.1700000000000017,-0.2245706737120233,1.980000000000004,2.6920462270564296
2934,2022-12-13,14:10:00,75.35,834.0,605.0,27593.0,73.55,-0.1800000000000068,-0.2383159009665124,1.7999999999999972,2.447314751869473
2935,2022-12-13,14:20:00,75.48,2572.0,2308.0,27593.0,73.55,0.1300000000000096,0.1725282017252948,1.9300000000000068,2.624065261726726
2936,2022-12-13,14:30:00,75.65,467.0,638.0,27593.0,73.55,0.1700000000000017,0.2252252252252274,2.1000000000000085,2.8552005438477344
2937,2022-12-13,14:40:00,75.66,236.0,424.0,27593.0,73.55,0.0099999999999909,0.0132187706543171,2.1099999999999994,2.8687967369136635
2938,2022-12-13,14:50:00,75.56,163.0,480.0,27593.0,73.55,-0.0999999999999943,-0.1321702352630112,2.010000000000005,2.732834806254256
2939,2022-12-13,15:00:00,75.6,191.0,167.0,27593.0,73.55,0.039999999999992,0.0529380624669031,2.049999999999997,2.787219578518011
2940,2022-12-13,15:10:00,75.63,62.0,176.0,27593.0,73.55,0.0300000000000011,0.0396825396825411,2.0799999999999983,2.8280081577158374
2941,2022-12-13,15:20:00,75.53,137.0,172.0,27593.0,73.55,-0.0999999999999943,-0.1322226629644246,1.980000000000004,2.6920462270564296
2942,2022-12-13,15:30:00,75.5,238.0,220.0,27593.0,73.55,-0.0300000000000011,-0.039719316827752,1.9500000000000028,2.6512576478586034
2943,2022-12-13,15:40:00,75.47,242.0,131.0,27593.0,73.55,-0.0300000000000011,-0.0397350993377498,1.9200000000000017,2.610469068660777
2944,2022-12-13,15:50:00,75.4,377.0,222.0,27593.0,73.55,-0.0699999999999931,-0.0927520869219467,1.8500000000000083,2.515295717199196
2945,2022-12-13,16:00:00,75.46,245.0,124.0,27593.0,73.55,0.059999999999988,0.0795755968169602,1.9099999999999968,2.596872875594829
2946,2022-12-14,09:30:00,76.83,896.0,1336.0,36387.0,75.46,1.3700000000000043,1.8155314073681483,1.3700000000000043,1.8155314073681483
2947,2022-12-14,09:40:00,76.87,1194.0,947.0,36387.0,75.46,0.0400000000000062,0.0520629962254409,1.4100000000000108,1.868539623641679
2948,2022-12-14,09:50:00,76.86,1293.0,2966.0,36387.0,75.46,-0.0100000000000051,-0.0130089761935802,1.4000000000000057,1.855287569573292
2949,2022-12-14,10:00:00,76.51,1135.0,1510.0,36387.0,75.46,-0.3499999999999943,-0.4553734061930709,1.0500000000000114,1.391465677179978
2950,2022-12-14,10:10:00,76.77,993.0,1389.0,36387.0,75.46,0.2599999999999909,0.3398248594954788,1.3100000000000025,1.7360190829578614
2951,2022-12-14,10:20:00,76.61,991.0,793.0,36387.0,75.46,-0.1599999999999966,-0.2084147453432285,1.1500000000000057,1.5239862178637766
2952,2022-12-14,10:30:00,76.46,3768.0,900.0,36387.0,75.46,-0.1500000000000056,-0.1957968933559662,1.0,1.32520540683806
2953,2022-12-14,10:40:00,76.62,1822.0,860.0,36387.0,75.46,0.1600000000000108,0.2092597436568281,1.1600000000000108,1.537238271932164
2954,2022-12-14,10:50:00,76.8,946.0,578.0,36387.0,75.46,0.1799999999999926,0.2349256068911414,1.3400000000000034,1.7757752451630051
2955,2022-12-14,11:00:00,77.01,1855.0,778.0,36387.0,75.46,0.2100000000000079,0.2734375000000104,1.5500000000000114,2.054068380599008
2956,2022-12-14,11:10:00,77.49,3489.0,929.0,36387.0,75.46,0.4799999999999897,0.6232956758862351,2.030000000000001,2.6901669758812634
2957,2022-12-14,11:20:00,77.36,3058.0,1443.0,36387.0,75.46,-0.1299999999999954,-0.1677635823977229,1.9000000000000057,2.5178902729923216
2958,2022-12-14,11:30:00,77.26,1478.0,1178.0,36387.0,75.46,-0.0999999999999943,-0.1292657704239843,1.8000000000000114,2.385369732308523
2959,2022-12-14,11:40:00,77.23,1414.0,2049.0,36387.0,75.46,-0.0300000000000011,-0.0388299249288132,1.7700000000000102,2.34561357010338
2960,2022-12-14,11:50:00,77.36,725.0,1434.0,36387.0,75.46,0.1299999999999954,0.1683283698044742,1.9000000000000057,2.5178902729923216
